CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_PM	CHINESE_FREQUENCY_LOG	CHINESE_CD	CHINESE_CD_PERCENTAGE	CHINESE_CD_LOG	LINE_IN_SOURCE
634	MEAT	肉	2456	73.21	3.3902	1292	20.7	3.1113	1184
635	MILK	牛奶	888	26.47	2.9484	530	8.49	2.7243	2632
639	MOUNTAIN	山峰	41	1.22	1.6128	35	0.56	1.5441	18842
640	MUD	泥	492	14.67	2.692	357	5.72	2.5527	4090
641	MUSHROOM	蘑菇	224	6.68	2.3502	133	2.13	2.1239	7009
642	MUSIC	音乐	4776	142.37	3.6791	1721	27.57	3.2358	677
645	OCEAN	海洋	452	13.47	2.6551	285	4.57	2.4548	4338
646	ASH	灰烬	100	2.98	2.0	83	1.33	1.9191	11503
647	PAINT (PIGMENTS)	漆	263	7.84	2.42	182	2.92	2.2601	6281
648	PAPER	工分	1	0.03	0.0	1	0.02	0.0	87321
65	AMBUSH	埋伏	182	5.43	2.2601	135	2.16	2.1303	7953
652	PLAIN	平原	108	3.22	2.0334	72	1.15	1.8573	10945
655	POISON	毒	1384	41.26	3.1411	751	12.03	2.8756	1882
657	PRICE	价钱	622	18.54	2.7938	464	7.43	2.6665	3440
658	RAIN (PRECIPITATION)	雨	1312	39.11	3.1179	734	11.76	2.8657	1968
659	REED	芦苇	13	0.39	1.1139	8	0.13	0.9031	31978
66	KNEEL	跪	328	9.78	2.5159	250	4.0	2.3979	5403
663	BAY	港湾	39	1.16	1.5911	25	0.4	1.3979	19477
664	RESIN	松香	15	0.45	1.1761	10	0.16	1.0	30436
665	BEE	蜜蜂	581	17.32	2.7642	158	2.53	2.1987	3609
666	RIVER	川	282	8.41	2.4502	87	1.39	1.9395	6000
667	ROAD	路	6993	208.46	3.8447	3097	49.61	3.4909	479
668	ROCK	岩石	355	10.58	2.5502	178	2.85	2.2504	5119
670	ROOT	本	10526	313.77	4.0223	3743	59.96	3.5732	338
671	SAND	沙尘	7	0.21	0.8451	6	0.1	0.7782	41829
672	EARLY	早	12185	363.23	4.0858	4580	73.36	3.6609	292
673	SCHOOL	学校	7502	223.63	3.8752	2435	39.0	3.3865	447
674	MOUTH	最	46464	1385.06	4.6671	6129	98.17	3.7874	95
675	FAECES (EXCREMENT)	粪便	129	3.85	2.1106	82	1.31	1.9138	9871
677	AXE	斧子	98	2.92	1.9912	70	1.12	1.8451	11599
678	BEARD	胡须	104	3.1	2.017	83	1.33	1.9191	11219
679	BRIGHT	亮	1165	34.73	3.0663	867	13.89	2.938	2148
680	BREAK (DESTROY OR GET DESTROYED)	破裂	253	7.54	2.4031	210	3.36	2.3222	6472
681	DESTROY	毁灭	922	27.48	2.9647	553	8.86	2.7427	2553
682	SIDE	边	3385	100.9	3.5296	2053	32.88	3.3124	915
683	PERSON	人类	3857	114.97	3.5862	1372	21.98	3.1374	808
686	EASY	容易	5146	153.4	3.7115	3062	49.05	3.486	627
688	LUNG	肺脏	6	0.18	0.7782	3	0.05	0.4771	43915
692	BRING	带来	4492	133.9	3.6524	2657	42.56	3.4244	703
693	FROM	从	47313	1410.37	4.675	6129	98.17	3.7874	92
694	GET	得	105189	3135.62	5.022	6215	99.55	3.7934	49
695	GO	出去	11524	343.52	4.0616	4347	69.63	3.6382	310
696	STIR	搅	357	10.64	2.5527	296	4.74	2.4713	5097
698	WISE	睿智	71	2.12	1.8513	67	1.07	1.8261	13998
699	SAD	悲伤	973	29.0	2.9881	659	10.56	2.8189	2472
7	GATHER	收拾	1941	57.86	3.288	1350	21.62	3.1303	1437
700	CARRY	抬	1050	31.3	3.0212	734	11.76	2.8657	2321
701	SLOW	慢	2887	86.06	3.4604	1677	26.86	3.2245	1042
702	CATCH	撈	1	0.03	0.0	1	0.02	0.0	96405
704	CLEAN	干净	2189	65.25	3.3402	1525	24.43	3.1833	1309
705	GO UP (ASCEND)	上	114371	3409.33	5.0583	6238	99.92	3.795	45
706	DARK	乌	193	5.75	2.2856	84	1.35	1.9243	7686
707	REMEMBER	记得	13898	414.29	4.143	4713	75.49	3.6733	265
709	TEACH	教	5127	152.83	3.7099	2420	38.76	3.3838	631
710	WHEEL	轮子	203	6.05	2.3075	144	2.31	2.1584	7441
711	TALL	髙	1	0.03	0.0	1	0.02	0.0	76294
712	RICH	富	533	15.89	2.7267	310	4.97	2.4914	3872
713	STEAL	偷	5501	163.98	3.7404	2338	37.45	3.3688	597
714	SEED	种子	205	6.11	2.3118	156	2.5	2.1931	7393
715	SHOUT	喊叫	85	2.53	1.9294	72	1.15	1.8573	12612
717	SWEET	甘甜	19	0.57	1.2788	16	0.26	1.2041	27234
718	PAY	工钱	91	2.71	1.959	71	1.14	1.8513	12146
719	FIND	找到	22128	659.62	4.3449	5139	82.32	3.7109	188
72	CLAW	爪	200	5.96	2.301	103	1.65	2.0128	7524
720	GOOD LUCK	运气	1394	41.55	3.1443	993	15.91	2.9969	1872
721	LOW	底	3925	117.0	3.5938	2546	40.78	3.4059	793
723	PLACE (POSITION)	地方	23358	696.29	4.3684	5538	88.71	3.7434	181
724	READ	读	4661	138.94	3.6685	2269	36.34	3.3558	686
725	OLD PERSON	老人	630	18.78	2.7993	427	6.84	2.6304	3401
726	WHILE	一会儿	3339	99.53	3.5236	2043	32.72	3.3103	927
727	WHICH	哪	26385	786.52	4.4214	5326	85.31	3.7264	162
728	FIRST	第一	18192	542.29	4.2599	5202	83.33	3.7162	223
729	DAWN	黎明	246	7.33	2.3909	175	2.8	2.243	6577
730	SNAKE	蛇	1023	30.49	3.0099	378	6.05	2.5775	2378
734	MAKE	使	4915	146.51	3.6915	2531	40.54	3.4033	659
735	OWL	猫头鹰	143	4.26	2.1553	58	0.93	1.7634	9231
738	THING	东西	38127	1136.54	4.5812	5958	95.43	3.7751	114
744	EGG	卵	127	3.79	2.1038	82	1.31	1.9138	9924
745	SHELF	架子	285	8.5	2.4548	217	3.48	2.3365	5954
746	SHOP	商店	1224	36.49	3.0878	800	12.81	2.9031	2051
749	ENTER	进入	5490	163.65	3.7396	2550	40.85	3.4065	600
753	PUPIL (STUDENT)	学生	2942	87.7	3.4686	1238	19.83	3.0927	1022
756	DEPEND	依赖	315	9.39	2.4983	258	4.13	2.4116	5565
757	BUTTON	钮扣	21	0.63	1.3222	17	0.27	1.2304	26359
759	SILVER	银	553	16.48	2.7427	257	4.12	2.4099	3757
76	YOUNG MAN	小伙子	1734	51.69	3.239	1007	16.13	3.003	1569
760	KNOT	结	1627	48.5	3.2114	1069	17.12	3.029	1661
761	COVER	封面	697	20.78	2.8432	362	5.8	2.5587	3142
762	OUTSIDE	外边	169	5.04	2.2279	144	2.31	2.1584	8324
763	SKIN	肌肤	94	2.8	1.9731	81	1.3	1.9085	11892
765	MOVE	动	8406	250.58	3.9246	3323	53.23	3.5215	409
767	CORPSE	尸体	4994	148.87	3.6984	1696	27.17	3.2294	651
768	LUNCH	午饭	1418	42.27	3.1517	977	15.65	2.9899	1845
769	ROOF	屋顶	798	23.79	2.902	470	7.53	2.6721	2859
770	EARRING	耳环	297	8.85	2.4728	169	2.71	2.2279	5782
771	HAT	帽子	1553	46.29	3.1912	826	13.23	2.917	1719
772	BELT	裤带	14	0.42	1.1461	14	0.22	1.1461	31460
773	HAVE	有	289109	8618.15	5.4611	6242	99.98	3.7953	11
774	CABBAGE	青菜	20	0.6	1.301	15	0.24	1.1761	26813
777	FLUTE	笛子	39	1.16	1.5911	25	0.4	1.3979	19415
778	SMOKE (EXHAUST)	煙	9	0.27	0.9542	1	0.02	0.0	37413
779	PART	份儿	81	2.41	1.9085	73	1.17	1.8633	12983
78	THAT	那个	41417	1234.61	4.6172	6022	96.46	3.7797	108
784	SNOW	雪	968	28.86	2.9859	507	8.12	2.705	2481
785	STRONG	强壮	877	26.14	2.943	629	10.08	2.7987	2668
788	SOAP	肥皂	364	10.85	2.5611	239	3.83	2.3784	5039
789	PEOPLE	百姓	135	4.02	2.1303	99	1.59	1.9956	9574
792	BOIL (OF LIQUID)	沸	6	0.18	0.7782	4	0.06	0.6021	43622
794	PEN	钢笔	103	3.07	2.0128	66	1.06	1.8195	11242
797	TESTICLES	睾丸	260	7.75	2.415	153	2.45	2.1847	6344
799	WRIST	手腕	370	11.03	2.5682	279	4.47	2.4456	4991
800	THIGH	大腿	291	8.67	2.4639	241	3.86	2.382	5852
801	RIB	肋骨	256	7.63	2.4082	188	3.01	2.2742	6415
802	ADAM'S APPLE	喉结	25	0.75	1.3979	22	0.35	1.3424	24145
803	ANKLE	脚踝	287	8.56	2.4579	198	3.17	2.2967	5913
805	SPINE	脊骨	21	0.63	1.3222	19	0.3	1.2788	26149
806	BLANKET	毡子	5	0.15	0.699	3	0.05	0.4771	46422
808	DRIP (FALL IN GLOBULES)	滴	861	25.67	2.935	576	9.23	2.7604	2709
809	TROUSERS	裤	576	17.17	2.7604	397	6.36	2.5988	3639
810	LOCUST	蚂蚱	35	1.04	1.5441	33	0.53	1.5185	20410
811	SOUL	灵魂	2425	72.29	3.3847	1133	18.15	3.0542	1200
816	HALF	一半	2633	78.49	3.4205	1673	26.8	3.2235	1117
817	THEY	他们	140460	4187.02	5.1476	6199	99.3	3.7923	34
818	WILLOW	垂柳	1	0.03	0.0	1	0.02	0.0	86116
819	STOMACH	胃	604	18.0	2.781	434	6.95	2.6375	3494
82	ANGER	恼火	221	6.59	2.3444	185	2.96	2.2672	7086
820	LAMB	羔羊	129	3.85	2.1106	94	1.51	1.9731	9857
821	POPLAR	杨树	3	0.09	0.4771	3	0.05	0.4771	54360
822	HOW MANY	多少	9965	297.05	3.9985	4135	66.23	3.6165	360
823	SORCERER	巫师	506	15.08	2.7042	167	2.67	2.2227	4027
824	WITCH	巫婆	242	7.21	2.3838	133	2.13	2.1239	6662
827	ROLL	滚	3992	119.0	3.6012	1940	31.07	3.2878	781
829	RAFTER	椽子	3	0.09	0.4771	3	0.05	0.4771	58108
83	FORBID	禁止	896	26.71	2.9523	666	10.67	2.8235	2613
832	BEAN	豆子	296	8.82	2.4713	138	2.21	2.1399	5791
833	ENDURE	忍耐	188	5.6	2.2742	148	2.37	2.1703	7782
834	BUTTOCKS	屁股	3804	113.39	3.5802	1753	28.08	3.2438	821
837	BLUE	兰	1407	41.94	3.1483	581	9.31	2.7642	1852
838	REMAINS	遗骸	49	1.46	1.6902	32	0.51	1.5051	17177
84	JUST	刚	10888	324.56	4.0369	4456	71.38	3.6489	329
842	LIQUOR	甜酒	32	0.95	1.5051	26	0.42	1.415	21422
843	SPIDER	蜘蛛	701	20.9	2.8457	221	3.54	2.3444	3131
846	TIGER	虎	550	16.4	2.7404	204	3.27	2.3096	3769
847	THIRSTY	渴	292	8.7	2.4654	242	3.88	2.3838	5843
849	SPRING (OF WATER)	喷泉	188	5.6	2.2742	90	1.44	1.9542	7801
853	ALTAR	祭坛	54	1.61	1.7324	31	0.5	1.4914	16299
854	KETTLE	壶	195	5.81	2.29	152	2.43	2.1818	7643
855	SEIZE	抓住	4481	133.58	3.6514	2240	35.88	3.3502	706
857	STONE	石	762	22.71	2.882	398	6.38	2.5999	2951
859	STOVE	灶	26	0.78	1.415	16	0.26	1.2041	23654
86	SIEVE	筛	33	0.98	1.5185	29	0.46	1.4624	21221
862	SUGAR	糖	1530	45.61	3.1847	869	13.92	2.939	1742
863	EDGE	边上	511	15.23	2.7084	438	7.02	2.6415	3999
864	PUMPKIN	南瓜	300	8.94	2.4771	151	2.42	2.179	5744
865	FAME	名声	455	13.56	2.658	370	5.93	2.5682	4311
866	WIN	赢	8363	249.3	3.9224	2646	42.38	3.4226	410
867	GLOVE	手套	676	20.15	2.8299	417	6.68	2.6201	3217
868	BANANA	香蕉	395	11.77	2.5966	254	4.07	2.4048	4771
873	TAX	税收	89	2.65	1.9494	68	1.09	1.8325	12294
879	COUGH	咳嗽	190	5.66	2.2788	142	2.27	2.1523	7744
882	PARROT	鹦鹉	127	3.79	2.1038	91	1.46	1.959	9954
883	TERMITE	白蚁	74	2.21	1.8692	37	0.59	1.5682	13620
885	OPPOSITE	反	1731	51.6	3.2383	1128	18.07	3.0523	1576
887	BITTER	苦	764	22.77	2.8831	615	9.85	2.7889	2947
889	FLAME	火苗	23	0.69	1.3617	18	0.29	1.2553	25364
890	MULE	骡子	83	2.47	1.9191	43	0.69	1.6335	12758
892	TIME	时候	52176	1555.33	4.7175	6130	98.19	3.7875	82
893	TIN (METAL)	錫	26	0.78	1.415	3	0.05	0.4771	23738
894	TOAD	癞蛤蟆	35	1.04	1.5441	24	0.38	1.3802	20535
895	TORTOISE	乌龟	233	6.95	2.3674	118	1.89	2.0719	6836
897	SWALLOW	咽	122	3.64	2.0864	103	1.65	2.0128	10219
898	TRADE	贸易	232	6.92	2.3655	145	2.32	2.1614	6848
899	PRESIDENT	总统	5549	165.41	3.7442	934	14.96	2.9703	589
900	TRAIN	火车	1533	45.7	3.1855	637	10.2	2.8041	1739
906	TREE	树	2150	64.09	3.3324	969	15.52	2.9863	1328
907	OLD WOMAN	老太婆	157	4.68	2.1959	111	1.78	2.0453	8728
908	DRUM	鼓	408	12.16	2.6107	291	4.66	2.4639	4673
909	GARBAGE	垃圾	2485	74.08	3.3953	1485	23.79	3.1717	1174
911	TEMPLE	寺院	51	1.52	1.7076	31	0.5	1.4914	16882
913	CROW	乌鸦	194	5.78	2.2878	103	1.65	2.0128	7662
915	SINK (BASIN)	脸盆	4	0.12	0.6021	3	0.05	0.4771	50934
919	CHILI PEPPER	辣椒	255	7.6	2.4065	140	2.24	2.1461	6436
920	GRAPE	葡萄	238	7.09	2.3766	156	2.5	2.1931	6733
921	VALLEY	山谷	230	6.86	2.3617	145	2.32	2.1614	6891
922	PEAR	梨子	16	0.48	1.2041	13	0.21	1.1139	29861
923	LOVE	爱情	1906	56.82	3.2801	964	15.44	2.9841	1464
924	VEGETABLES	菜	1963	58.52	3.2929	1114	17.84	3.0469	1421
926	RICE	大米	97	2.89	1.9868	47	0.75	1.6721	11635
928	EMBRACE	拥抱	965	28.77	2.9845	680	10.89	2.8325	2483
930	VILLAGE	村寨	1	0.03	0.0	1	0.02	0.0	81892
931	MILLET	小米	12	0.36	1.0792	8	0.13	0.9031	33016
932	BARLEY	大麦	21	0.63	1.3222	17	0.27	1.2304	26082
933	WALL (OF HOUSE)	墙	1687	50.29	3.2271	987	15.81	2.9943	1620
937	BIRD	鳥	3	0.09	0.4771	1	0.02	0.0	52782
940	STRAIN	滤	67	2.0	1.8261	53	0.85	1.7243	14484
942	HONEY	蜂蜜	208	6.2	2.3181	99	1.59	1.9956	7340
943	WATERFALL	瀑布	153	4.56	2.1847	101	1.62	2.0043	8875
945	SPEAR	矛	81	2.41	1.9085	51	0.82	1.7076	12947
946	BLOOD	血	4749	141.56	3.6766	1944	31.14	3.2887	679
947	STREAM	溪	133	3.96	2.1239	75	1.2	1.8751	9666
948	WATER	水	7581	225.98	3.8797	3094	49.56	3.4905	443
952	WEATHER	天气	1260	37.56	3.1004	810	12.97	2.9085	2014
954	WELL	井	478	14.25	2.6794	165	2.64	2.2175	4177
956	FLEE	逃	2759	82.24	3.4408	1597	25.58	3.2033	1086
958	WILD ANIMAL	野兽	509	15.17	2.7067	310	4.97	2.4914	4011
96	CRAWL	爬行	54	1.61	1.7324	38	0.61	1.5798	16323
960	WIND	风	1824	54.37	3.261	1143	18.31	3.058	1507
962	WOMAN	女子	706	21.05	2.8488	491	7.86	2.6911	3112
963	BOOK	书本	90	2.68	1.9542	76	1.22	1.8808	12176
965	WORLD	世界	11721	349.4	4.069	4044	64.78	3.6068	301
967	YEAST	发酵	23	0.69	1.3617	23	0.37	1.3617	24985
969	CIGARETTE	香烟	441	13.15	2.6444	290	4.65	2.4624	4419
972	BE ABLE	会	265929	7927.17	5.4248	6242	99.98	3.7953	14
973	NOODLE	面条	295	8.79	2.4698	170	2.72	2.2304	5811
975	SPINACH	菠菜	62	1.85	1.7924	46	0.74	1.6628	15049
976	WEAR	穿	13586	404.99	4.1331	4351	69.69	3.6386	270
977	ARROW	箭	389	11.6	2.5899	187	3.0	2.2718	4820
978	WAVE	波浪	79	2.35	1.8976	57	0.91	1.7559	13097
979	FARMER	农	80	2.38	1.9031	48	0.77	1.6812	13039
98	ALL	大家	17458	520.41	4.242	4580	73.36	3.6609	228
980	HEEL	脚跟	52	1.55	1.716	42	0.67	1.6232	16643
981	ELBOW	肘	51	1.52	1.7076	43	0.69	1.6335	16879
984	WORK (LABOUR)	工	1095	32.64	3.0394	687	11.0	2.837	2246
985	VINEGAR	醋	143	4.26	2.1553	108	1.73	2.0334	9239
986	TOMATO	西红柿	93	2.77	1.9685	62	0.99	1.7924	11972
987	REMAIN	留下	4720	140.7	3.6739	2787	44.64	3.4451	680
989	CLEAR	清楚	9836	293.2	3.9928	4193	67.16	3.6225	367
99	HUNCHBACK	驼子	3	0.09	0.4771	2	0.03	0.301	56144
991	FRY	炸	1687	50.29	3.2271	950	15.22	2.9777	1619
992	CLIFF	崖	54	1.61	1.7324	46	0.74	1.6628	16249
994	BOW	弓	125	3.73	2.0969	87	1.39	1.9395	10060
996	DEAF	聋	253	7.54	2.4031	187	3.0	2.2718	6459
998	PUT	放	19099	569.33	4.281	5341	85.55	3.7276	216
999	JOINT	骨节	1	0.03	0.0	1	0.02	0.0	89146
